CLAVE_MUNICIPIO,MUNICIPIO,CLAVE_ENTIDAD,ENTIDAD_FEDERATIVA,Lat_Decimal,Lon_Decimal,Pob_Total
43,VICTORIA,11,GUANAJUATO,21.212172,-100.215936,2564
44,VILLAGRÁN,11,GUANAJUATO,20.511372,-100.996503,27079
45,XICHÚ,11,GUANAJUATO,21.298608,-100.059612,1569
46,YURIRIA,11,GUANAJUATO,20.212743,-101.130933,25216
1,ACAPULCO DE JUÁREZ,12,GUERRERO,16.861867,-99.886558,673479
2,AHUACUOTZINGO,12,GUERRERO,17.714089,-98.934908,3517
3,AJUCHITLÁN DEL PROGRESO,12,GUERRERO,18.159555,-100.496057,6388
4,ALCOZAUCA DE GUERRERO,12,GUERRERO,17.463524,-98.383888,2545
5,ALPOYECA,12,GUERRERO,17.670064,-98.513239,3874
6,APAXTLA,12,GUERRERO,18.130078,-99.932314,7037
7,ARCELIA,12,GUERRERO,18.315825,-100.283952,18685
8,ATENANGO DEL RÍO,12,GUERRERO,18.104343,-99.107803,2842
9,ATLAMAJALCINGO DEL MONTE,12,GUERRERO,17.311655,-98.605085,940
10,ATLIXTAC,12,GUERRERO,17.563679,-98.933232,3352
11,ATOYAC DE ÁLVAREZ,12,GUERRERO,17.212739,-100.433129,21407
12,AYUTLA DE LOS LIBRES,12,GUERRERO,16.965287,-99.097384,15370
13,AZOYÚ,12,GUERRERO,16.73296,-98.601091,4211
14,BENITO JUÁREZ,12,GUERRERO,17.13637,-100.468668,7200
15,BUENAVISTA DE CUÉLLAR,12,GUERRERO,18.457887,-99.405342,7131
16,COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA,12,GUERRERO,18.316395,-101.734611,1473
17,COCULA,12,GUERRERO,18.235866,-99.66119,4310
18,COPALA,12,GUERRERO,16.608759,-98.978624,6619
19,COPALILLO,12,GUERRERO,18.034151,-99.041724,6910
20,COPANATOYAC,12,GUERRERO,17.461845,-98.713463,2924
21,COYUCA DE BENÍTEZ,12,GUERRERO,17.009002,-100.089367,13566
22,COYUCA DE CATALÁN,12,GUERRERO,18.331019,-100.698566,6857
23,CUAJINICUILAPA,12,GUERRERO,16.471986,-98.416745,10282
24,CUALÁC,12,GUERRERO,17.742762,-98.660728,1794
25,CUAUTEPEC,12,GUERRERO,16.749003,-99.001546,3567
26,CUETZALA DEL PROGRESO,12,GUERRERO,18.134141,-99.831486,2319
27,CUTZAMALA DE PINZÓN,12,GUERRERO,18.465244,-100.578513,4895
28,CHILAPA DE ÁLVAREZ,12,GUERRERO,17.594232,-99.177682,31157
29,CHILPANCINGO DE LOS BRAVO,12,GUERRERO,17.551649,-99.501063,187251
30,FLORENCIO VILLARREAL,12,GUERRERO,16.723881,-99.123787,11783
31,GENERAL CANUTO A. NERI,12,GUERRERO,18.418485,-100.072052,1618
32,GENERAL HELIODORO CASTILLO,12,GUERRERO,17.789448,-99.978318,6848
33,HUAMUXTITLÁN,12,GUERRERO,17.802174,-98.565287,6063
34,HUITZUCO DE LOS FIGUEROA,12,GUERRERO,18.30598,-99.334303,17475
35,IGUALA DE LA INDEPENDENCIA,12,GUERRERO,18.344549,-99.538368,118468
36,IGUALAPA,12,GUERRERO,16.743713,-98.476618,2856
37,IXCATEOPAN DE CUAUHTÉMOC,12,GUERRERO,18.502452,-99.793569,2502
38,ZIHUATANEJO DE AZUETA,12,GUERRERO,17.650458,-101.548176,67408
39,JUAN R. ESCUDERO,12,GUERRERO,17.169004,-99.522047,11540
40,LEONARDO BRAVO,12,GUERRERO,17.660802,-99.677341,10690
41,MALINALTEPEC,12,GUERRERO,17.244628,-98.671108,1187
42,MÁRTIR DE CUILAPAN,12,GUERRERO,17.741925,-99.329341,4345
43,METLATÓNOC,12,GUERRERO,17.195372,-98.407099,3586
44,MOCHITLÁN,12,GUERRERO,17.472358,-99.371294,5269
45,OLINALÁ,12,GUERRERO,17.778332,-98.741256,5792
46,OMETEPEC,12,GUERRERO,16.685089,-98.404421,24120
47,PEDRO ASCENCIO ALQUISIRAS,12,GUERRERO,18.512364,-99.887018,711
48,PETATLÁN,12,GUERRERO,17.538207,-101.274552,21659
49,PILCAYA,12,GUERRERO,18.747584,-99.676175,5270
50,PUNGARABATO,12,GUERRERO,18.362273,-100.668241,25168
51,QUECHULTENANGO,12,GUERRERO,17.409167,-99.240833,5720
52,SAN LUIS ACATLÁN,12,GUERRERO,16.808583,-98.733613,8276
53,SAN MARCOS,12,GUERRERO,16.797344,-99.390046,13282
54,SAN MIGUEL TOTOLAPAN,12,GUERRERO,18.161267,-100.390821,4319
55,TAXCO DE ALARCÓN,12,GUERRERO,18.557382,-99.604595,52217
56,TECOANAPA,12,GUERRERO,16.988854,-99.260876,4268
57,TÉCPAN DE GALEANA,12,GUERRERO,17.222609,-100.632378,15119
58,TELOLOAPAN,12,GUERRERO,18.371809,-99.869573,23549
59,TEPECOACUILCO DE TRUJANO,12,GUERRERO,18.28699,-99.466694,6298
60,TETIPAC,12,GUERRERO,18.649385,-99.648982,2042
61,TIXTLA DE GUERRERO,12,GUERRERO,17.566724,-99.398271,22826
62,TLACOACHISTLAHUACA,12,GUERRERO,16.809909,-98.301749,4359
63,TLACOAPA,12,GUERRERO,17.259948,-98.748211,1486
64,TLALCHAPA,12,GUERRERO,18.408674,-100.478253,4067
65,TLALIXTAQUILLA DE MALDONADO,12,GUERRERO,17.574484,-98.369862,2240
66,TLAPA DE COMONFORT,12,GUERRERO,17.546949,-98.582138,46975
67,TLAPEHUALA,12,GUERRERO,18.23976,-100.541574,9331
68,LA UNIÓN DE ISIDORO MONTES DE OCA,12,GUERRERO,17.982333,-101.805685,3241
69,XALPATLÁHUAC,12,GUERRERO,17.470875,-98.606449,4255
70,XOCHIHUEHUETLÁN,12,GUERRERO,17.90564,-98.487661,4859
71,XOCHISTLAHUACA,12,GUERRERO,16.792424,-98.242467,4152
72,ZAPOTITLÁN TABLAS,12,GUERRERO,17.422887,-98.781709,1713
73,ZIRÁNDARO,12,GUERRERO,18.479133,-100.975856,3254
74,ZITLALA,12,GUERRERO,17.690341,-99.185248,6065
75,EDUARDO NERI,12,GUERRERO,17.653197,-99.525937,24719
76,ACATEPEC,12,GUERRERO,17.325219,-98.910334,2238
77,MARQUELIA,12,GUERRERO,16.583314,-98.817852,6553
78,COCHOAPA EL GRANDE,12,GUERRERO,17.192967,-98.45528,2610
79,JOSÉ JOAQUÍN DE HERRERA,12,GUERRERO,17.448726,-99.024388,1774
80,JUCHITÁN,12,GUERRERO,16.627071,-98.636714,3346
81,ILIATENCO,12,GUERRERO,17.045531,-98.685811,1707
1,ACATLÁN,13,HIDALGO,20.145903,-98.438372,405
2,ACAXOCHITLÁN,13,HIDALGO,20.158693,-98.203244,4026
3,ACTOPAN,13,HIDALGO,20.269086,-98.942901,29223
4,AGUA BLANCA DE ITURBIDE,13,HIDALGO,20.349504,-98.356386,2007
5,AJACUBA,13,HIDALGO,20.092525,-99.122133,7245
6,ALFAJAYUCAN,13,HIDALGO,20.409971,-99.349589,1507
7,ALMOLOYA,13,HIDALGO,19.703319,-98.403293,4802
8,APAN,13,HIDALGO,19.71,-98.451944,26642
9,EL ARENAL,13,HIDALGO,20.221424,-98.911046,2933
10,ATITALAQUIA,13,HIDALGO,20.059155,-99.221129,6322
11,ATLAPEXCO,13,HIDALGO,21.017114,-98.348187,2484
12,ATOTONILCO EL GRANDE,13,HIDALGO,20.286882,-98.669062,7261
13,ATOTONILCO DE TULA,13,HIDALGO,20.007767,-99.220191,8154
14,CALNALI,13,HIDALGO,20.897178,-98.583532,4147
15,CARDONAL,13,HIDALGO,20.613389,-99.117069,659
16,CUAUTEPEC DE HINOJOSA,13,HIDALGO,20.03547,-98.309738,18835
17,CHAPANTONGO,13,HIDALGO,20.285316,-99.413231,1839
18,CHAPULHUACÁN,13,HIDALGO,21.159418,-98.904588,4143
19,CHILCUAUTLA,13,HIDALGO,20.330962,-99.231747,1174
20,ELOXOCHITLÁN,13,HIDALGO,20.746718,-98.809141,612
21,EMILIANO ZAPATA,13,HIDALGO,19.657008,-98.547416,8722
22,EPAZOYUCAN,13,HIDALGO,20.018022,-98.636209,3168
23,FRANCISCO I. MADERO,13,HIDALGO,20.245186,-99.088894,11084
24,HUASCA DE OCAMPO,13,HIDALGO,20.203611,-98.577615,538
25,HUAUTLA,13,HIDALGO,21.031387,-98.286821,3755
26,HUAZALINGO,13,HIDALGO,20.980303,-98.507748,842
27,HUEHUETLA,13,HIDALGO,20.460306,-98.078424,2821
28,HUEJUTLA DE REYES,13,HIDALGO,21.139212,-98.420595,40015
29,HUICHAPAN,13,HIDALGO,20.375313,-99.651181,9051
30,IXMIQUILPAN,13,HIDALGO,20.484868,-99.218774,34814
31,JACALA DE LEDEZMA,13,HIDALGO,21.008296,-99.188569,4415
32,JALTOCÁN,13,HIDALGO,21.133132,-98.538324,6201
33,JUÁREZ HIDALGO,13,HIDALGO,20.783717,-98.828861,735
34,LOLOTLA,13,HIDALGO,20.841164,-98.717289,703
35,METEPEC,13,HIDALGO,20.23841,-98.322164,2090
36,SAN AGUSTÍN METZQUITITLÁN,13,HIDALGO,20.532602,-98.638621,1673
37,METZTITLÁN,13,HIDALGO,20.5947,-98.764144,3125
38,MINERAL DEL CHICO,13,HIDALGO,20.215571,-98.731229,481
39,MINERAL DEL MONTE,13,HIDALGO,20.140491,-98.67153,11015
40,LA MISIÓN,13,HIDALGO,21.099419,-99.123187,501
41,MIXQUIAHUALA DE JUÁREZ,13,HIDALGO,20.22938,-99.213798,25510
42,MOLANGO DE ESCAMILLA,13,HIDALGO,20.786498,-98.730814,4265
43,NICOLÁS FLORES,13,HIDALGO,20.767778,-99.150556,361
44,NOPALA DE VILLAGRÁN,13,HIDALGO,20.25189,-99.644238,1065
45,OMITLÁN DE JUÁREZ,13,HIDALGO,20.1695,-98.648639,1040
46,SAN FELIPE ORIZATLÁN,13,HIDALGO,21.170944,-98.607815,6686
47,PACULA,13,HIDALGO,21.050821,-99.296099,535
48,PACHUCA DE SOTO,13,HIDALGO,20.12236,-98.737001,256584
49,PISAFLORES,13,HIDALGO,21.194782,-99.005997,2119
50,PROGRESO DE OBREGÓN,13,HIDALGO,20.248195,-99.189359,17486
51,MINERAL DE LA REFORMA,13,HIDALGO,20.072371,-98.696035,6139
52,SAN AGUSTÍN TLAXIACA,13,HIDALGO,20.115661,-98.886778,10496
53,SAN BARTOLO TUTOTEPEC,13,HIDALGO,20.399143,-98.20206,2568
54,SAN SALVADOR,13,HIDALGO,20.284568,-99.015604,1070
55,SANTIAGO DE ANAYA,13,HIDALGO,20.382582,-98.963953,2214
56,SANTIAGO TULANTEPEC DE LUGO GUERRERO,13,HIDALGO,20.039193,-98.357006,16078
57,SINGUILUCAN,13,HIDALGO,19.9675,-98.517222,4076
58,TASQUILLO,13,HIDALGO,20.551772,-99.312556,3744
59,TECOZAUTLA,13,HIDALGO,20.533873,-99.634924,5844
60,TENANGO DE DORIA,13,HIDALGO,20.338056,-98.226729,2433
61,TEPEAPULCO,13,HIDALGO,19.785674,-98.553662,15244
62,TEPEHUACÁN DE GUERRERO,13,HIDALGO,21.014084,-98.843733,1061
63,TEPEJI DEL RÍO DE OCAMPO,13,HIDALGO,19.905217,-99.341814,34151
64,TEPETITLÁN,13,HIDALGO,20.186949,-99.380338,836
65,TETEPANGO,13,HIDALGO,20.102655,-99.156123,8705
66,VILLA DE TEZONTEPEC,13,HIDALGO,19.879861,-98.81929,5214
67,TEZONTEPEC DE ALDAMA,13,HIDALGO,20.192762,-99.272683,4731
68,TIANGUISTENGO,13,HIDALGO,20.728213,-98.630851,1624
69,TIZAYUCA,13,HIDALGO,19.841089,-98.981584,43250
70,TLAHUELILPAN,13,HIDALGO,20.130627,-99.23468,8498
71,TLAHUILTEPA,13,HIDALGO,20.923913,-98.950201,341
72,TLANALAPA,13,HIDALGO,19.817894,-98.603913,7518
73,TLANCHINOL,13,HIDALGO,20.989346,-98.660284,5199
74,TLAXCOAPAN,13,HIDALGO,20.091614,-99.221593,14241
75,TOLCAYUCA,13,HIDALGO,19.956591,-98.921761,6836
76,TULA DE ALLENDE,13,HIDALGO,20.05522,-99.343189,28577
77,TULANCINGO DE BRAVO,13,HIDALGO,20.080605,-98.368073,102406
78,XOCHIATIPAN,13,HIDALGO,20.835483,-98.284531,1532
79,XOCHICOATLÁN,13,HIDALGO,20.776855,-98.679724,1254
80,YAHUALICA,13,HIDALGO,20.951649,-98.382867,1398
81,ZACUALTIPÁN DE ÁNGELES,13,HIDALGO,20.645181,-98.653627,23125
82,ZAPOTLÁN DE JUÁREZ,13,HIDALGO,19.974047,-98.861883,4961
83,ZEMPOALA,13,HIDALGO,19.915397,-98.668131,6798
84,ZIMAPÁN,13,HIDALGO,20.738069,-99.383113,13243
1,ACATIC,14,JALISCO,20.779444,-102.905278,11890
2,ACATLÁN DE JUÁREZ,14,JALISCO,20.421389,-103.587222,10461
3,AHUALULCO DE MERCADO,14,JALISCO,20.700556,-103.975,15512
4,AMACUECA,14,JALISCO,20.010556,-103.596111,2875
5,AMATITÁN,14,JALISCO,20.835,-103.73,11006
6,AMECA,14,JALISCO,20.548611,-104.043056,36156
7,SAN JUANITO DE ESCOBEDO,14,JALISCO,20.800468,-104.000986,5373
8,ARANDAS,14,JALISCO,20.705556,-102.340278,52175
9,EL ARENAL,14,JALISCO,20.776111,-103.693889,11610
10,ATEMAJAC DE BRIZUELA,14,JALISCO,20.139449,-103.724536,5457
11,ATENGO,14,JALISCO,20.275556,-104.234444,1616
12,ATENGUILLO,14,JALISCO,20.414722,-104.4925,1547
13,ATOTONILCO EL ALTO,14,JALISCO,20.550556,-102.504167,26874
14,ATOYAC,14,JALISCO,20.010556,-103.516389,5052
15,AUTLÁN DE NAVARRO,14,JALISCO,19.771389,-104.365278,45382
16,AYOTLÁN,14,JALISCO,20.528056,-102.328333,11724
17,AYUTLA,14,JALISCO,20.129167,-104.347778,7244
18,LA BARCA,14,JALISCO,20.290278,-102.541944,35219
19,BOLAÑOS,14,JALISCO,21.83087,-103.7815,924
20,CABO CORRIENTES,14,JALISCO,20.318333,-105.323889,3211
21,CASIMIRO CASTILLO,14,JALISCO,19.603611,-104.434722,11180
22,CIHUATLÁN,14,JALISCO,19.238343,-104.562998,18164
23,ZAPOTLÁN EL GRANDE,14,JALISCO,19.708611,-103.464167,97750
24,COCULA,14,JALISCO,20.3675,-103.824167,14548
25,COLOTLÁN,14,JALISCO,22.117222,-103.264722,13256
26,CONCEPCIÓN DE BUENOS AIRES,14,JALISCO,19.978611,-103.257222,4744
27,CUAUTITLÁN DE GARCÍA BARRAGÁN,14,JALISCO,19.449722,-104.356944,2597
28,CUAUTLA,14,JALISCO,20.201389,-104.4075,1253
29,CUQUÍO,14,JALISCO,20.9275,-103.023889,4682
30,CHAPALA,14,JALISCO,20.293333,-103.189722,21596
31,CHIMALTITÁN,14,JALISCO,21.778865,-103.780706,843
32,CHIQUILISTLÁN,14,JALISCO,20.088611,-103.858056,3962
33,DEGOLLADO,14,JALISCO,20.4475,-102.135,11376
34,EJUTLA,14,JALISCO,19.906389,-104.161944,1414
35,ENCARNACIÓN DE DÍAZ,14,JALISCO,21.524444,-102.233056,25010
36,ETZATLÁN,14,JALISCO,20.767222,-104.078333,13513
37,EL GRULLO,14,JALISCO,19.8075,-104.215556,20924
38,GUACHINANGO,14,JALISCO,20.576389,-104.377222,1847
39,GUADALAJARA,14,JALISCO,20.676389,-103.342222,1495182
40,HOSTOTIPAQUILLO,14,JALISCO,21.058056,-104.050278,3762
41,HUEJÚCAR,14,JALISCO,22.362222,-103.211667,3647
42,HUEJUQUILLA EL ALTO,14,JALISCO,22.628611,-103.894167,4811
43,LA HUERTA,14,JALISCO,19.485,-104.643333,7891
44,IXTLAHUACÁN DE LOS MEMBRILLOS,14,JALISCO,20.349136,-103.192966,6137
45,IXTLAHUACÁN DEL RÍO,14,JALISCO,20.864167,-103.239167,6198
46,JALOSTOTITLÁN,14,JALISCO,21.168611,-102.461111,24423
47,JAMAY,14,JALISCO,20.2945,-102.709717,17204
48,JESÚS MARÍA,14,JALISCO,20.6075,-102.22,8249
49,JILOTLÁN DE LOS DOLORES,14,JALISCO,19.370556,-103.019722,1519
50,JOCOTEPEC,14,JALISCO,20.284444,-103.425278,18852
51,JUANACATLÁN,14,JALISCO,20.509444,-103.167222,9133
52,JUCHITLÁN,14,JALISCO,20.083856,-104.096249,3468
53,LAGOS DE MORENO,14,JALISCO,21.356389,-101.929167,98206
54,EL LIMÓN,14,JALISCO,19.824444,-104.152222,3102
55,MAGDALENA,14,JALISCO,20.906389,-103.976111,16214
56,SANTA MARÍA DEL ORO,14,JALISCO,19.5875,-102.908333,697
57,LA MANZANILLA DE LA PAZ,14,JALISCO,20.004444,-103.15,2549
58,MASCOTA,14,JALISCO,20.525556,-104.782222,8801
59,MAZAMITLA,14,JALISCO,19.917222,-103.020278,7865
60,MEXTICACÁN,14,JALISCO,21.263056,-102.777778,3520
61,MEZQUITIC,14,JALISCO,22.39,-103.728123,2298
62,MIXTLÁN,14,JALISCO,20.440556,-104.408889,1538
63,OCOTLÁN,14,JALISCO,20.351389,-102.768056,83769
64,OJUELOS DE JALISCO,14,JALISCO,21.864167,-101.593333,11881
65,PIHUAMO,14,JALISCO,19.252439,-103.375038,6838
66,PONCITLÁN,14,JALISCO,20.381389,-102.924167,13581
67,PUERTO VALLARTA,14,JALISCO,20.613611,-105.227222,203342
68,VILLA PURIFICACIÓN,14,JALISCO,19.719167,-104.605,5277
69,QUITUPAN,14,JALISCO,19.927651,-102.872153,1551
70,EL SALTO,14,JALISCO,20.519444,-103.181667,21644
71,SAN CRISTÓBAL DE LA BARRANCA,14,JALISCO,21.044444,-103.429167,859
72,SAN DIEGO DE ALEJANDRÍA,14,JALISCO,20.993056,-101.993611,5312
73,SAN JUAN DE LOS LAGOS,14,JALISCO,21.247778,-102.332778,48684
74,SAN JULIÁN,14,JALISCO,21.009722,-102.180833,12949
75,SAN MARCOS,14,JALISCO,20.79,-104.1975,3383
76,SAN MARTÍN DE BOLAÑOS,14,JALISCO,21.683556,-103.814199,2282
77,SAN MARTÍN HIDALGO,14,JALISCO,20.435,-103.928611,8092
78,SAN MIGUEL EL ALTO,14,JALISCO,21.030556,-102.398056,23982
79,GÓMEZ FARÍAS,14,JALISCO,19.794444,-103.473056,7104
80,SAN SEBASTIÁN DEL OESTE,14,JALISCO,20.760833,-104.851667,672
81,SANTA MARÍA DE LOS ÁNGELES,14,JALISCO,22.173333,-103.223056,957
82,SAYULA,14,JALISCO,19.883611,-103.597222,26789
83,TALA,14,JALISCO,20.6525,-103.702778,35396
84,TALPA DE ALLENDE,14,JALISCO,20.381389,-104.818056,8839
85,TAMAZULA DE GORDIANO,14,JALISCO,19.676389,-103.25,18787
86,TAPALPA,14,JALISCO,19.945556,-103.754167,5782
87,TECALITLÁN,14,JALISCO,19.469444,-103.306667,12411
88,TECOLOTLÁN,14,JALISCO,20.203611,-104.045,9189
89,TECHALUTA DE MONTENEGRO,14,JALISCO,20.074167,-103.551667,2476
90,TENAMAXTLÁN,14,JALISCO,20.218611,-104.160278,4711
91,TEOCALTICHE,14,JALISCO,21.434444,-102.570278,23726
92,TEOCUITATLÁN DE CORONA,14,JALISCO,20.093333,-103.38,3938
93,TEPATITLÁN DE MORELOS,14,JALISCO,20.8175,-102.757222,91959
94,TEQUILA,14,JALISCO,20.879439,-103.835647,29203
95,TEUCHITLÁN,14,JALISCO,20.685278,-103.849167,3774
96,TIZAPÁN EL ALTO,14,JALISCO,20.158611,-103.039167,14877
97,TLAJOMULCO DE ZÚÑIGA,14,JALISCO,20.473611,-103.443056,30273
98,SAN PEDRO TLAQUEPAQUE,14,JALISCO,20.638611,-103.307222,575942
99,TOLIMÁN,14,JALISCO,19.6,-103.914444,1393
100,TOMATLÁN,14,JALISCO,19.941525,-105.245273,9026
101,TONALÁ,14,JALISCO,20.623333,-103.245556,408759
102,TONAYA,14,JALISCO,19.784167,-103.970833,3497
103,TONILA,14,JALISCO,19.410833,-103.549444,3110
104,TOTATICHE,14,JALISCO,21.928611,-103.443611,1323
105,TOTOTLÁN,14,JALISCO,20.543614,-102.789218,12516
106,TUXCACUESCO,14,JALISCO,19.69722,-103.983587,1538
107,TUXCUECA,14,JALISCO,20.155556,-103.183889,1295
108,TUXPAN,14,JALISCO,19.554444,-103.372222,27523
109,UNIÓN DE SAN ANTONIO,14,JALISCO,21.128056,-102.007222,7620
110,UNIÓN DE TULA,14,JALISCO,19.954444,-104.264444,9035
111,VALLE DE GUADALUPE,14,JALISCO,21.010598,-102.617767,4492
112,VALLE DE JUÁREZ,14,JALISCO,19.933611,-102.940278,4006
113,SAN GABRIEL,14,JALISCO,19.747783,-103.766458,4606
114,VILLA CORONA,14,JALISCO,20.416389,-103.661389,7603
115,VILLA GUERRERO,14,JALISCO,21.983056,-103.596667,3869
116,VILLA HIDALGO,14,JALISCO,21.674444,-102.585278,15182
117,CAÑADAS DE OBREGÓN,14,JALISCO,21.148611,-102.685278,2625
118,YAHUALICA DE GONZÁLEZ GALLO,14,JALISCO,21.1825,-102.887222,13655
119,ZACOALCO DE TORRES,14,JALISCO,20.228611,-103.565278,18172
120,ZAPOPAN,14,JALISCO,20.720962,-103.388988,1142483
121,ZAPOTILTIC,14,JALISCO,19.625556,-103.4125,22833
122,ZAPOTITLÁN DE VADILLO,14,JALISCO,19.548142,-103.812707,3530
123,ZAPOTLÁN DEL REY,14,JALISCO,20.466389,-102.926111,3280
124,ZAPOTLANEJO,14,JALISCO,20.6225,-103.064167,32376
125,SAN IGNACIO CERRO GORDO,14,JALISCO,20.743056,-102.536111,9774
1,ACAMBAY DE RUÍZ CASTAÑEDA,15,MÉXICO,19.956229,-99.844032,4077
2,ACOLMAN,15,MÉXICO,19.635509,-98.911906,5571
3,ACULCO,15,MÉXICO,20.099386,-99.827991,1823
4,ALMOLOYA DE ALQUISIRAS,15,MÉXICO,18.867233,-99.8938,3153
5,ALMOLOYA DE JUÁREZ,15,MÉXICO,19.369293,-99.758552,3091
6,ALMOLOYA DEL RÍO,15,MÉXICO,19.159386,-99.488842,9507
7,AMANALCO,15,MÉXICO,19.252377,-100.019982,1349
8,AMATEPEC,15,MÉXICO,18.683491,-100.186048,2187
9,AMECAMECA,15,MÉXICO,19.128685,-98.769811,31687
10,APAXCO,15,MÉXICO,19.975325,-99.174163,13836
11,ATENCO,15,MÉXICO,19.559339,-98.913348,17124
12,ATIZAPÁN,15,MÉXICO,19.176758,-99.487942,8062
13,ATIZAPÁN DE ZARAGOZA,15,MÉXICO,19.543171,-99.235041,489160
14,ATLACOMULCO,15,MÉXICO,19.800029,-99.874254,22774
15,ATLAUTLA,15,MÉXICO,19.030861,-98.782666,10967
16,AXAPUSCO,15,MÉXICO,19.724458,-98.75833,3324
17,AYAPANGO,15,MÉXICO,19.127221,-98.802506,3687
18,CALIMAYA,15,MÉXICO,19.163225,-99.618665,11165
19,CAPULHUAC,15,MÉXICO,19.193123,-99.464408,20757
20,COACALCO DE BERRIOZÁBAL,15,MÉXICO,19.629299,-99.104377,277959
21,COATEPEC HARINAS,15,MÉXICO,18.925711,-99.768519,6950
22,COCOTITLÁN,15,MÉXICO,19.230856,-98.861952,9365
23,COYOTEPEC,15,MÉXICO,19.775508,-99.20798,35677
24,CUAUTITLÁN,15,MÉXICO,19.665061,-99.17863,108449
25,CHALCO,15,MÉXICO,19.261132,-98.895655,168720
26,CHAPA DE MOTA,15,MÉXICO,19.813465,-99.525995,914
27,CHAPULTEPEC,15,MÉXICO,19.201163,-99.561873,6004
28,CHIAUTLA,15,MÉXICO,19.548652,-98.881349,9839
29,CHICOLOAPAN,15,MÉXICO,19.416765,-98.902012,172919
30,CHICONCUAC,15,MÉXICO,19.552722,-98.895307,21738
31,CHIMALHUACÁN,15,MÉXICO,19.416908,-98.945299,612383
32,DONATO GUERRA,15,MÉXICO,19.308533,-100.144161,980
33,ECATEPEC DE MORELOS,15,MÉXICO,19.599069,-99.049159,1655015
34,ECATZINGO,15,MÉXICO,18.958715,-98.752598,7058
35,HUEHUETOCA,15,MÉXICO,19.833622,-99.204138,11948
36,HUEYPOXTLA,15,MÉXICO,19.907039,-99.07837,3989
37,HUIXQUILUCAN,15,MÉXICO,19.36018,-99.351692,9554
38,ISIDRO FABELA,15,MÉXICO,19.555591,-99.41738,2002
39,IXTAPALUCA,15,MÉXICO,19.313104,-98.884247,322271
40,IXTAPAN DE LA SAL,15,MÉXICO,18.844606,-99.675823,17640
41,IXTAPAN DEL ORO,15,MÉXICO,19.26226,-100.264216,963
42,IXTLAHUACA,15,MÉXICO,19.569814,-99.769267,6934
43,XALATLACO,15,MÉXICO,19.184387,-99.413736,15043
44,JALTENCO,15,MÉXICO,19.752221,-99.094031,11093
45,JILOTEPEC,15,MÉXICO,19.952834,-99.532829,11828
46,JILOTZINGO,15,MÉXICO,19.538918,-99.397135,910
47,JIQUIPILCO,15,MÉXICO,19.557599,-99.6086,1938
48,JOCOTITLÁN,15,MÉXICO,19.711818,-99.785798,7575
49,JOQUICINGO,15,MÉXICO,19.049228,-99.531818,4033
50,JUCHITEPEC,15,MÉXICO,19.101912,-98.880916,16021
51,LERMA,15,MÉXICO,19.285373,-99.511817,22713
52,MALINALCO,15,MÉXICO,18.952342,-99.497565,8045
53,MELCHOR OCAMPO,15,MÉXICO,19.710414,-99.143458,38599
54,METEPEC,15,MÉXICO,19.25242,-99.604492,28205
55,MEXICALTZINGO,15,MÉXICO,19.211109,-99.586854,9693
56,MORELOS,15,MÉXICO,19.786978,-99.66777,1737
57,NAUCALPAN DE JUÁREZ,15,MÉXICO,19.478803,-99.233218,792211
58,NEZAHUALCÓYOTL,15,MÉXICO,19.408763,-99.0182,1104585
59,NEXTLALPAN,15,MÉXICO,19.739866,-99.080338,14871
60,NICOLÁS ROMERO,15,MÉXICO,19.625715,-99.315898,281799
61,NOPALTEPEC,15,MÉXICO,19.778798,-98.709544,3467
62,OCOYOACAC,15,MÉXICO,19.269281,-99.455695,26015
63,OCUILAN,15,MÉXICO,18.979092,-99.416944,1954
64,EL ORO,15,MÉXICO,19.802143,-100.130665,5776
65,OTUMBA,15,MÉXICO,19.699854,-98.757694,10097
66,OTZOLOAPAN,15,MÉXICO,19.117408,-100.297712,1742
67,OTZOLOTEPEC,15,MÉXICO,19.416206,-99.558589,11241
68,OZUMBA,15,MÉXICO,19.039177,-98.795389,16700
69,PAPALOTLA,15,MÉXICO,19.563378,-98.858209,4076
70,LA PAZ,15,MÉXICO,19.358387,-98.976602,85359
71,POLOTITLÁN,15,MÉXICO,20.223809,-99.814745,2881
72,RAYÓN,15,MÉXICO,19.148011,-99.581739,8590
73,SAN ANTONIO LA ISLA,15,MÉXICO,19.164099,-99.569336,12525
74,SAN FELIPE DEL PROGRESO,15,MÉXICO,19.713924,-99.953294,4350
75,SAN MARTÍN DE LAS PIRÁMIDES,15,MÉXICO,19.704843,-98.834524,12812
76,SAN MATEO ATENCO,15,MÉXICO,19.264167,-99.529722,67890
77,SAN SIMÓN DE GUERRERO,15,MÉXICO,19.023089,-100.007278,1022
78,SANTO TOMÁS,15,MÉXICO,19.182972,-100.259781,766
79,SOYANIQUILPAN DE JUÁREZ,15,MÉXICO,20.013891,-99.527896,4287
80,SULTEPEC,15,MÉXICO,18.858546,-99.96643,3595
81,TECÁMAC,15,MÉXICO,19.710207,-98.967143,15911
82,TEJUPILCO,15,MÉXICO,18.905696,-100.153403,25631
83,TEMAMATLA,15,MÉXICO,19.202741,-98.869902,5633
84,TEMASCALAPA,15,MÉXICO,19.827858,-98.900832,6314
85,TEMASCALCINGO,15,MÉXICO,19.915911,-100.004081,12698
